Type;POS;Headword;Rank;Freq;Range;NormFreq;NormRange
j?y?n??;;;2274;1;1;57.817;1.000
kabel;;;2274;1;1;57.817;1.000
kabinetini?;;;2274;1;1;57.817;1.000
kadusiyler;;;2274;1;1;57.817;1.000
kalbajar;;;2274;1;1;57.817;1.000
kalligrafiya;;;2274;1;1;57.817;1.000
kamal;;;2274;1;1;57.817;1.000
kamil;;;2274;1;1;57.817;1.000
kanald??;;;2274;1;1;57.817;1.000
kanallar?;;;2274;1;1;57.817;1.000
kapitallar?n;;;2274;1;1;57.817;1.000
kapital?na;;;2274;1;1;57.817;1.000
kapitan;;;2274;1;1;57.817;1.000
kapitan?;;;2274;1;1;57.817;1.000
karma;;;2274;1;1;57.817;1.000
kartada;;;2274;1;1;57.817;1.000
kartan?;;;2274;1;1;57.817;1.000
kartas?n;;;2274;1;1;57.817;1.000
kaspiyge;;;2274;1;1;57.817;1.000
kaspiyler;;;2274;1;1;57.817;1.000
kasroniylar;;;2274;1;1;57.817;1.000
kategoriyalard?;;;2274;1;1;57.817;1.000
katolik;;;2274;1;1;57.817;1.000
kauchuk;;;2274;1;1;57.817;1.000
kaustik;;;2274;1;1;57.817;1.000
kaynozoy;;;2274;1;1;57.817;1.000
kayumars;;;2274;1;1;57.817;1.000
kazbin;;;2274;1;1;57.817;1.000
ke;;;2274;1;1;57.817;1.000
keklik;;;2274;1;1;57.817;1.000
keletu??n;;;2274;1;1;57.817;1.000
keletu??n?n;;;2274;1;1;57.817;1.000
kelgeni?di;;;2274;1;1;57.817;1.000
kelin;;;2274;1;1;57.817;1.000
kelindi;;;2274;1;1;57.817;1.000
kelinshekke;;;2274;1;1;57.817;1.000
kelinshekti?;;;2274;1;1;57.817;1.000
kelise;;;2274;1;1;57.817;1.000
kelisetu??n;;;2274;1;1;57.817;1.000
kelisimler;;;2274;1;1;57.817;1.000
kelispewshilik;;;2274;1;1;57.817;1.000
kelispewshilikler;;;2274;1;1;57.817;1.000
keliwdi;;;2274;1;1;57.817;1.000
keliwine;;;2274;1;1;57.817;1.000
keliwshi;;;2274;1;1;57.817;1.000
kelmegen;;;2274;1;1;57.817;1.000
kelmekte;;;2274;1;1;57.817;1.000
kelsede;;;2274;1;1;57.817;1.000
keltirdi;;;2274;1;1;57.817;1.000
keltiriw;;;2274;1;1;57.817;1.000
kemal;;;2274;1;1;57.817;1.000
kemasazl?q;;;2274;1;1;57.817;1.000
kemba?al;;;2274;1;1;57.817;1.000
keme;;;2274;1;1;57.817;1.000
kemede;;;2274;1;1;57.817;1.000
kemeni?;;;2274;1;1;57.817;1.000
kemesin;;;2274;1;1;57.817;1.000
keminde;;;2274;1;1;57.817;1.000
kemiriwshiler;;;2274;1;1;57.817;1.000
kemsitiwge;;;2274;1;1;57.817;1.000
kengerli;;;2274;1;1;57.817;1.000
keramika;;;2274;1;1;57.817;1.000
kerekli;;;2274;1;1;57.817;1.000
keseli;;;2274;1;1;57.817;1.000
kesellik;;;2274;1;1;57.817;1.000
keselliklerdi;;;2274;1;1;57.817;1.000
keshe;;;2274;1;1;57.817;1.000
keshiredi;;;2274;1;1;57.817;1.000
keshirek;;;2274;1;1;57.817;1.000
keshirgen;;;2274;1;1;57.817;1.000
keshirgenlerin;;;2274;1;1;57.817;1.000
keshirilgen;;;2274;1;1;57.817;1.000
keshiriwine;;;2274;1;1;57.817;1.000
kete;;;2274;1;1;57.817;1.000
ketip;;;2274;1;1;57.817;1.000
ketipti;;;2274;1;1;57.817;1.000
ketkenin;;;2274;1;1;57.817;1.000
ketkennen;;;2274;1;1;57.817;1.000
kewlindegi;;;2274;1;1;57.817;1.000
keyingenshe;;;2274;1;1;57.817;1.000
keyninen;;;2274;1;1;57.817;1.000
ke?esine;;;2274;1;1;57.817;1.000
ke?eyip;;;2274;1;1;57.817;1.000
ke?eytedi;;;2274;1;1;57.817;1.000
ke?eytip;;;2274;1;1;57.817;1.000
kilometr;;;2274;1;1;57.817;1.000
kimdey;;;2274;1;1;57.817;1.000
kimligin;;;2274;1;1;57.817;1.000
kinematografiyas?;;;2274;1;1;57.817;1.000
kino;;;2274;1;1;57.817;1.000
kinosh?lar?;;;2274;1;1;57.817;1.000
kinostudiyas?;;;2274;1;1;57.817;1.000
kipr;;;2274;1;1;57.817;1.000
kiretu??n;;;2274;1;1;57.817;1.000
kirgenge;;;2274;1;1;57.817;1.000
kirigizip;;;2274;1;1;57.817;1.000
kirisedi;;;2274;1;1;57.817;1.000
kirisip;;;2274;1;1;57.817;1.000
kirisken;;;2274;1;1;57.817;1.000
kirispede;;;2274;1;1;57.817;1.000
kirispesi;;;2274;1;1;57.817;1.000
kirpikli;;;2274;1;1;57.817;1.000
kirpiksheler;;;2274;1;1;57.817;1.000
kishirek;;;2274;1;1;57.817;1.000
kishkentay?nan;;;2274;1;1;57.817;1.000
kishvariy;;;2274;1;1;57.817;1.000
kisiden;;;2274;1;1;57.817;1.000
kislorod;;;2274;1;1;57.817;1.000
kislorodqa;;;2274;1;1;57.817;1.000
kislorodt?;;;2274;1;1;57.817;1.000
kislotas?;;;2274;1;1;57.817;1.000
kisnetip;;;2274;1;1;57.817;1.000
kit;;;2274;1;1;57.817;1.000
kitablar?na;;;2274;1;1;57.817;1.000
kitab?nda;;;2274;1;1;57.817;1.000
kitab?n??;;;2274;1;1;57.817;1.000
kitaplarda;;;2274;1;1;57.817;1.000
kitaplardan;;;2274;1;1;57.817;1.000
kitaplar?n??;;;2274;1;1;57.817;1.000
kitapqa;;;2274;1;1;57.817;1.000
kitapta;;;2274;1;1;57.817;1.000
kitapt??;;;2274;1;1;57.817;1.000
kitapxana;;;2274;1;1;57.817;1.000
kitapxanada;;;2274;1;1;57.817;1.000
kitapxanalar?;;;2274;1;1;57.817;1.000
kitler;;;2274;1;1;57.817;1.000
kiyat?r;;;2274;1;1;57.817;1.000
kiyik;;;2274;1;1;57.817;1.000
kiyimlerin;;;2274;1;1;57.817;1.000
kiyip;;;2274;1;1;57.817;1.000
klassifikaciyalaw;;;2274;1;1;57.817;1.000
klavdiy;;;2274;1;1;57.817;1.000
kletkada??;;;2274;1;1;57.817;1.000
kletkalar;;;2274;1;1;57.817;1.000
kletkalar?;;;2274;1;1;57.817;1.000
kletkan??;;;2274;1;1;57.817;1.000
kletkas?;;;2274;1;1;57.817;1.000
kletkas?na;;;2274;1;1;57.817;1.000
klimatl?;;;2274;1;1;57.817;1.000
klimatl?q;;;2274;1;1;57.817;1.000
kobalt;;;2274;1;1;57.817;1.000
kojurov;;;2274;1;1;57.817;1.000
kolchedani;;;2274;1;1;57.817;1.000
kollegiyas?n??;;;2274;1;1;57.817;1.000
kolligraf;;;2274;1;1;57.817;1.000
komediya;;;2274;1;1;57.817;1.000
komediyas?;;;2274;1;1;57.817;1.000
komediyas?n;;;2274;1;1;57.817;1.000
komitetti?;;;2274;1;1;57.817;1.000
kompas;;;2274;1;1;57.817;1.000
kompast??;;;2274;1;1;57.817;1.000
kompleks;;;2274;1;1;57.817;1.000
kompleksinde;;;2274;1;1;57.817;1.000
kompozitor;;;2274;1;1;57.817;1.000
kompozitorlar?;;;2274;1;1;57.817;1.000
kompozitorl?q;;;2274;1;1;57.817;1.000
kompozitor?;;;2274;1;1;57.817;1.000
koncepciyas?;;;2274;1;1;57.817;1.000
koncidiyan??;;;2274;1;1;57.817;1.000
konfucilik;;;2274;1;1;57.817;1.000
konfuciydi?;;;2274;1;1;57.817;1.000
konfuciylik;;;2274;1;1;57.817;1.000
konfutsiy;;;2274;1;1;57.817;1.000
kongullar;;;2274;1;1;57.817;1.000
konserva;;;2274;1;1;57.817;1.000
konstruktsiya;;;2274;1;1;57.817;1.000
konsultaciyalar;;;2274;1;1;57.817;1.000
kontinent;;;2274;1;1;57.817;1.000
kontinenti;;;2274;1;1;57.817;1.000
kontinentini?;;;2274;1;1;57.817;1.000
kontinentler;;;2274;1;1;57.817;1.000
kontinentti?;;;2274;1;1;57.817;1.000
konyak;;;2274;1;1;57.817;1.000
konyunkturas?;;;2274;1;1;57.817;1.000
konyunkturas?nan;;;2274;1;1;57.817;1.000
kostyorlar;;;2274;1;1;57.817;1.000
kos?bayo?lu;;;2274;1;1;57.817;1.000
kos?bayul?;;;2274;1;1;57.817;1.000
krataw;;;2274;1;1;57.817;1.000
kredit;;;2274;1;1;57.817;1.000
kromlexler;;;2274;1;1;57.817;1.000
krraba?;;;2274;1;1;57.817;1.000
kuba;;;2274;1;1;57.817;1.000
kubt?;;;2274;1;1;57.817;1.000
kuliev;;;2274;1;1;57.817;1.000
kultepa;;;2274;1;1;57.817;1.000
kultl?q;;;2274;1;1;57.817;1.000
kumik;;;2274;1;1;57.817;1.000
kurd;;;2274;1;1;57.817;1.000
kurder;;;2274;1;1;57.817;1.000
kuveyt;;;2274;1;1;57.817;1.000
kvalifikaciyal?;;;2274;1;1;57.817;1.000
kvt;;;2274;1;1;57.817;1.000
kyolliker;;;2274;1;1;57.817;1.000
k?nlerden;;;2274;1;1;57.817;1.000
k?rwansaray;;;2274;1;1;57.817;1.000
k?rxanalar;;;2274;1;1;57.817;1.000
k?rxanalard??;;;2274;1;1;57.817;1.000
k?rxanalar?;;;2274;1;1;57.817;1.000
k?rxanalar?a;;;2274;1;1;57.817;1.000
k?rxanan?;;;2274;1;1;57.817;1.000
k?rxanan??;;;2274;1;1;57.817;1.000
k?rxanas?na;;;2274;1;1;57.817;1.000
k?sibinde;;;2274;1;1;57.817;1.000
k?sibine;;;2274;1;1;57.817;1.000
k?siplik;;;2274;1;1;57.817;1.000
k?tibler;;;2274;1;1;57.817;1.000
k?tip;;;2274;1;1;57.817;1.000
k?tqudalar?;;;2274;1;1;57.817;1.000
k?beyedi;;;2274;1;1;57.817;1.000
k?beygende;;;2274;1;1;57.817;1.000
k?beyip;;;2274;1;1;57.817;1.000
k?beytilgen;;;2274;1;1;57.817;1.000
k?beytiliwi;;;2274;1;1;57.817;1.000
k?beytip;;;2274;1;1;57.817;1.000
k?beytiwge;;;2274;1;1;57.817;1.000
k?beytkenge;;;2274;1;1;57.817;1.000
k?kiregimni?;;;2274;1;1;57.817;1.000
k?ksine;;;2274;1;1;57.817;1.000
k?ldegi;;;2274;1;1;57.817;1.000
k?lemde;;;2274;1;1;57.817;1.000
k?lemine;;;2274;1;1;57.817;1.000
k?lemli;;;2274;1;1;57.817;1.000
k?pirler;;;2274;1;1;57.817;1.000
k?pke;;;2274;1;1;57.817;1.000
k?pshilikti?;;;2274;1;1;57.817;1.000
k?psinbe;;;2274;1;1;57.817;1.000
k?rdi;;;2274;1;1;57.817;1.000
k?redi;;;2274;1;1;57.817;1.000
k?retu??n;;;2274;1;1;57.817;1.000
k?rgenin;;;2274;1;1;57.817;1.000
k?rgensiz;;;2274;1;1;57.817;1.000
k?rinbes;;;2274;1;1;57.817;1.000
k?rinbeydi;;;2274;1;1;57.817;1.000
k?rineme;;;2274;1;1;57.817;1.000
k?rinisleri;;;2274;1;1;57.817;1.000
k?riniwi;;;2274;1;1;57.817;1.000
k?rinse;;;2274;1;1;57.817;1.000
k?risip;;;2274;1;1;57.817;1.000
k?riw;;;2274;1;1;57.817;1.000
k?riwden;;;2274;1;1;57.817;1.000
k?riwi;;;2274;1;1;57.817;1.000
k?rkemligi;;;2274;1;1;57.817;1.000
k?rki;;;2274;1;1;57.817;1.000
k?rkin;;;2274;1;1;57.817;1.000
k?rmeybilmey;;;2274;1;1;57.817;1.000
k?rsetiledi;;;2274;1;1;57.817;1.000
k?rsetiliwi;;;2274;1;1;57.817;1.000
k?rsetiw;;;2274;1;1;57.817;1.000
k?rsetiwinshe;;;2274;1;1;57.817;1.000
k?rsetiwleri;;;2274;1;1;57.817;1.000
k?shirgen;;;2274;1;1;57.817;1.000
k?shirgenligi;;;2274;1;1;57.817;1.000
k?shirip;;;2274;1;1;57.817;1.000
k?shiriwi;;;2274;1;1;57.817;1.000
k?shpes;;;2274;1;1;57.817;1.000
k?shti;;;2274;1;1;57.817;1.000
k?tere;;;2274;1;1;57.817;1.000
k?terilis;;;2274;1;1;57.817;1.000
k?terilisin;;;2274;1;1;57.817;1.000
k?terilisini?;;;2274;1;1;57.817;1.000
k?teriliske;;;2274;1;1;57.817;1.000
k?teriliste;;;2274;1;1;57.817;1.000
k?terilisten;;;2274;1;1;57.817;1.000
k?terip;;;2274;1;1;57.817;1.000
k?teriw;;;2274;1;1;57.817;1.000
k?teri?ki;;;2274;1;1;57.817;1.000
k?zbe;;;2274;1;1;57.817;1.000
k?zim;;;2274;1;1;57.817;1.000
k?zine;;;2274;1;1;57.817;1.000
k?zi?e;;;2274;1;1;57.817;1.000
k?zqaras?nan;;;2274;1;1;57.817;1.000
k?le;;;2274;1;1;57.817;1.000
k?limlegen;;;2274;1;1;57.817;1.000
k?liw;;;2274;1;1;57.817;1.000
k?lkige;;;2274;1;1;57.817;1.000
k?nge;;;2274;1;1;57.817;1.000
k?ni;;;2274;1;1;57.817;1.000
k?nler;;;2274;1;1;57.817;1.000
k?nlerinde;;;2274;1;1;57.817;1.000
k?nxoja;;;2274;1;1;57.817;1.000
k?sheye;;;2274;1;1;57.817;1.000
k?sheyiwi;;;2274;1;1;57.817;1.000
k?shin;;;2274;1;1;57.817;1.000
k?shine;;;2274;1;1;57.817;1.000
k?shini?;;;2274;1;1;57.817;1.000
k?shke;;;2274;1;1;57.817;1.000
k?shlerdi?;;;2274;1;1;57.817;1.000
k?shliligi;;;2274;1;1;57.817;1.000
k?shti?;;;2274;1;1;57.817;1.000
k?tilmegen;;;2274;1;1;57.817;1.000
k?t?;;;2274;1;1;57.817;1.000
lachin;;;2274;1;1;57.817;1.000
lamark;;;2274;1;1;57.817;1.000
lanka;;;2274;1;1;57.817;1.000
laos;;;2274;1;1;57.817;1.000
laqab?;;;2274;1;1;57.817;1.000
latif;;;2274;1;1;57.817;1.000
latifa;;;2274;1;1;57.817;1.000
laz?ml???n;;;2274;1;1;57.817;1.000
legendalar;;;2274;1;1;57.817;1.000
legendalar?;;;2274;1;1;57.817;1.000
lekit;;;2274;1;1;57.817;1.000
leksikografiyal?q;;;2274;1;1;57.817;1.000
lermontovt??;;;2274;1;1;57.817;1.000
lev;;;2274;1;1;57.817;1.000
leyli;;;2274;1;1;57.817;1.000
lezginlar;;;2274;1;1;57.817;1.000
limnologiya;;;2274;1;1;57.817;1.000
liro;;;2274;1;1;57.817;1.000
lisanut;;;2274;1;1;57.817;1.000
litseyi;;;2274;1;1;57.817;1.000
livan;;;2274;1;1;57.817;1.000
livingston;;;2274;1;1;57.817;1.000
liviyada;;;2274;1;1;57.817;1.000
lixenologiya;;;2274;1;1;57.817;1.000
logika;;;2274;1;1;57.817;1.000
lokayata;;;2274;1;1;57.817;1.000
losos;;;2274;1;1;57.817;1.000
lutfiydi?;;;2274;1;1;57.817;1.000
lu?atayn;;;2274;1;1;57.817;1.000
lyudmila;;;2274;1;1;57.817;1.000
l?yl?;;;2274;1;1;57.817;1.000
ma;;;2274;1;1;57.817;1.000
magiyas?;;;2274;1;1;57.817;1.000
magnitlik;;;2274;1;1;57.817;1.000
magomaev;;;2274;1;1;57.817;1.000
magomaevti?;;;2274;1;1;57.817;1.000
mahastiy;;;2274;1;1;57.817;1.000
mahmud;;;2274;1;1;57.817;1.000
mahmudbekov;;;2274;1;1;57.817;1.000
mahzai;;;2274;1;1;57.817;1.000
majitdin;;;2274;1;1;57.817;1.000
majolis;;;2274;1;1;57.817;1.000
makedoniyal?q;;;2274;1;1;57.817;1.000
makedonskiy;;;2274;1;1;57.817;1.000
makkiy;;;2274;1;1;57.817;1.000
mak?nn??;;;2274;1;1;57.817;1.000
malakologiya;;;2274;1;1;57.817;1.000
malayziya;;;2274;1;1;57.817;1.000
maldiv;;;2274;1;1;57.817;1.000
malyariya;;;2274;1;1;57.817;1.000
mamamn??;;;2274;1;1;57.817;1.000
mama?;;;2274;1;1;57.817;1.000
mambetnazarov;;;2274;1;1;57.817;1.000
mambetnazarovlar;;;2274;1;1;57.817;1.000
mamedova;;;2274;1;1;57.817;1.000
mammalogiya;;;2274;1;1;57.817;1.000
mana;;;2274;1;1;57.817;1.000
manat;;;2274;1;1;57.817;1.000
manev?;;;2274;1;1;57.817;1.000
map;;;2274;1;1;57.817;1.000
maqallar;;;2274;1;1;57.817;1.000
maqallard?;;;2274;1;1;57.817;1.000
maqamlar;;;2274;1;1;57.817;1.000
maqamlar?;;;2274;1;1;57.817;1.000
maqbara;;;2274;1;1;57.817;1.000
maqbaralar;;;2274;1;1;57.817;1.000
maqbaras?;;;2274;1;1;57.817;1.000
maqsetine;;;2274;1;1;57.817;1.000
maqsetke;;;2274;1;1;57.817;1.000
maqsetleri;;;2274;1;1;57.817;1.000
maqs?mjan;;;2274;1;1;57.817;1.000
maqtan?shqa;;;2274;1;1;57.817;1.000
maqtap;;;2274;1;1;57.817;1.000
maqtumqul?;;;2274;1;1;57.817;1.000
mardakyan;;;2274;1;1;57.817;1.000
mardonov;;;2274;1;1;57.817;1.000
margimush;;;2274;1;1;57.817;1.000
marko;;;2274;1;1;57.817;1.000
martta;;;2274;1;1;57.817;1.000
mashina;;;2274;1;1;57.817;1.000
mashinasazl???;;;2274;1;1;57.817;1.000
mashxadt??;;;2274;1;1;57.817;1.000
masihiy;;;2274;1;1;57.817;1.000
maslasqan;;;2274;1;1;57.817;1.000
masqarapazl?qtan;;;2274;1;1;57.817;1.000
massada;;;2274;1;1;57.817;1.000
massan??;;;2274;1;1;57.817;1.000
mastigoforalar;;;2274;1;1;57.817;1.000
mas?ut;;;2274;1;1;57.817;1.000
matematika;;;2274;1;1;57.817;1.000
matematika?a;;;2274;1;1;57.817;1.000
materialistlik;;;2274;1;1;57.817;1.000
materiallar?;;;2274;1;1;57.817;1.000
materigi;;;2274;1;1;57.817;1.000
materigin;;;2274;1;1;57.817;1.000
maxastiy;;;2274;1;1;57.817;1.000
maxmud;;;2274;1;1;57.817;1.000
mayanbay;;;2274;1;1;57.817;1.000
maydan;;;2274;1;1;57.817;1.000
maydan?n??;;;2274;1;1;57.817;1.000
mazdakiyler;;;2274;1;1;57.817;1.000
mazmun;;;2274;1;1;57.817;1.000
mazmunda??;;;2274;1;1;57.817;1.000
mazmun?nda;;;2274;1;1;57.817;1.000
mazmun?n?da??;;;2274;1;1;57.817;1.000
mazmun?a;;;2274;1;1;57.817;1.000
ma?ana?a;;;2274;1;1;57.817;1.000
ma?anshaq;;;2274;1;1;57.817;1.000
ma?l?wmatlard?;;;2274;1;1;57.817;1.000
ma?l?wmatlar?na;;;2274;1;1;57.817;1.000
ma?l?wmatqa;;;2274;1;1;57.817;1.000
ma?l?wmat?na;;;2274;1;1;57.817;1.000
mcmurdo;;;2274;1;1;57.817;1.000
medatatsiyas?;;;2274;1;1;57.817;1.000
medirese;;;2274;1;1;57.817;1.000
medireseni;;;2274;1;1;57.817;1.000
medireseni?;;;2274;1;1;57.817;1.000
mediresesini?;;;2274;1;1;57.817;1.000
medreseler;;;2274;1;1;57.817;1.000
medreselerde;;;2274;1;1;57.817;1.000
medreseni;;;2274;1;1;57.817;1.000
medresesinde;;;2274;1;1;57.817;1.000
mehribanu;;;2274;1;1;57.817;1.000
mekemelerge;;;2274;1;1;57.817;1.000
mektebinde;;;2274;1;1;57.817;1.000
mekteplerde;;;2274;1;1;57.817;1.000
mektepleri;;;2274;1;1;57.817;1.000
melikovt??;;;2274;1;1;57.817;1.000
melodiya;;;2274;1;1;57.817;1.000
mengirler;;;2274;1;1;57.817;1.000
meni?;;;2274;1;1;57.817;1.000
menmensip;;;2274;1;1;57.817;1.000
merekelerinde;;;2274;1;1;57.817;1.000
merekesiz;;;2274;1;1;57.817;1.000
meshitler;;;2274;1;1;57.817;1.000
metafizikal?q;;;2274;1;1;57.817;1.000
metallurgiya;;;2274;1;1;57.817;1.000
metodlar?n;;;2274;1;1;57.817;1.000
metodtan;;;2274;1;1;57.817;1.000
metropoliten;;;2274;1;1;57.817;1.000
midiya;;;2274;1;1;57.817;1.000
miflerdi;;;2274;1;1;57.817;1.000
mifologiyal?q;;;2274;1;1;57.817;1.000
mikologiya;;;2274;1;1;57.817;1.000
mikrobiologiya;;;2274;1;1;57.817;1.000
mikrometr;;;2274;1;1;57.817;1.000
mikroorganizm;;;2274;1;1;57.817;1.000
mikrosporidiyalar;;;2274;1;1;57.817;1.000
miksosporidiyalar;;;2274;1;1;57.817;1.000
milletke;;;2274;1;1;57.817;1.000
milletli;;;2274;1;1;57.817;1.000
millionlar;;;2274;1;1;57.817;1.000
minara;;;2274;1;1;57.817;1.000
minemen;;;2274;1;1;57.817;1.000
mineral;;;2274;1;1;57.817;1.000
minerall???;;;2274;1;1;57.817;1.000
minezindegi;;;2274;1;1;57.817;1.000
minezine;;;2274;1;1;57.817;1.000
mingechaurda;;;2274;1;1;57.817;1.000
minip;;;2274;1;1;57.817;1.000
minnetdarsh?l?q;;;2274;1;1;57.817;1.000
minse;;;2274;1;1;57.817;1.000
mirarab;;;2274;1;1;57.817;1.000
mirmuhsin;;;2274;1;1;57.817;1.000
mirzalar;;;2274;1;1;57.817;1.000
mixail;;;2274;1;1;57.817;1.000
mixailov;;;2274;1;1;57.817;1.000
miymandosl???n;;;2274;1;1;57.817;1.000
miymanxanas?;;;2274;1;1;57.817;1.000
miyneti;;;2274;1;1;57.817;1.000
miynetinde;;;2274;1;1;57.817;1.000
miynetkeshlik;;;2274;1;1;57.817;1.000
miynetlerin;;;2274;1;1;57.817;1.000
miyraslard?;;;2274;1;1;57.817;1.000
miyraslard??;;;2274;1;1;57.817;1.000
miyrasxorl?k;;;2274;1;1;57.817;1.000
miyrasxorl?q;;;2274;1;1;57.817;1.000
miywelerden;;;2274;1;1;57.817;1.000
mlrd;;;2274;1;1;57.817;1.000
mo;;;2274;1;1;57.817;1.000
modernizatsiyalaw;;;2274;1;1;57.817;1.000
moizm;;;2274;1;1;57.817;1.000
molaytt?;;;2274;1;1;57.817;1.000
molekulyar;;;2274;1;1;57.817;1.000
mongoliya;;;2274;1;1;57.817;1.000
monistlik;;;2274;1;1;57.817;1.000
monsha;;;2274;1;1;57.817;1.000
montrlerdi?;;;2274;1;1;57.817;1.000
mon?ollar;;;2274;1;1;57.817;1.000
mos;;;2274;1;1;57.817;1.000
moskva;;;2274;1;1;57.817;1.000
moviy;;;2274;1;1;57.817;1.000
moyn?na;;;2274;1;1;57.817;1.000
moy?n;;;2274;1;1;57.817;1.000
muhokamat;;;2274;1;1;57.817;1.000
multiplikaciya;;;2274;1;1;57.817;1.000
muqaddes;;;2274;1;1;57.817;1.000
murat;;;2274;1;1;57.817;1.000
musibati;;;2274;1;1;57.817;1.000
musorgskiy;;;2274;1;1;57.817;1.000
mustalishah;;;2274;1;1;57.817;1.000
musulmanlar;;;2274;1;1;57.817;1.000
musya;;;2274;1;1;57.817;1.000
muwap?qlast?r?wsh?;;;2274;1;1;57.817;1.000
muxalles;;;2274;1;1;57.817;1.000
muxammadshah;;;2274;1;1;57.817;1.000
muxammed;;;2274;1;1;57.817;1.000
muxolifat;;;2274;1;1;57.817;1.000
muzeyleri;;;2274;1;1;57.817;1.000
muzlard??;;;2274;1;1;57.817;1.000
muz?kantlar;;;2274;1;1;57.817;1.000
muz?kan??;;;2274;1;1;57.817;1.000
muz?kas?;;;2274;1;1;57.817;1.000
muz?kas?n??;;;2274;1;1;57.817;1.000
mu?darda;;;2274;1;1;57.817;1.000
mu?dar?n;;;2274;1;1;57.817;1.000
mu?dar?nan;;;2274;1;1;57.817;1.000
myanma;;;2274;1;1;57.817;1.000
m?deniyatlard?;;;2274;1;1;57.817;1.000
m?deniyatlar?n??;;;2274;1;1;57.817;1.000
m?deniyatqa;;;2274;1;1;57.817;1.000
m?deniyattqa;;;2274;1;1;57.817;1.000
m?deniyatt??;;;2274;1;1;57.817;1.000
m?deniyat?n;;;2274;1;1;57.817;1.000
m?deniyat?nda;;;2274;1;1;57.817;1.000
m?jg?n;;;2274;1;1;57.817;1.000
m?jnun;;;2274;1;1;57.817;1.000
m?kan;;;2274;1;1;57.817;1.000
m?kemeleri;;;2274;1;1;57.817;1.000
m?kemesi;;;2274;1;1;57.817;1.000
m?kke;;;2274;1;1;57.817;1.000
m?mbetov;;;2274;1;1;57.817;1.000
m?milege;;;2274;1;1;57.817;1.000
m?mleketin;;;2274;1;1;57.817;1.000
m?mleketlerdi?;;;2274;1;1;57.817;1.000
m?mleketleri;;;2274;1;1;57.817;1.000
m?mleketlerindegi;;;2274;1;1;57.817;1.000
m?mleketlerini?de;;;2274;1;1;57.817;1.000
m?mleketti;;;2274;1;1;57.817;1.000
m?ngi;;;2274;1;1;57.817;1.000
m?ngilestiriw;;;2274;1;1;57.817;1.000
m?nige;;;2274;1;1;57.817;1.000
m?nili;;;2274;1;1;57.817;1.000
m?nistegi;;;2274;1;1;57.817;1.000
m?nsaptan;;;2274;1;1;57.817;1.000
m?pleri;;;2274;1;1;57.817;1.000
m?plerin;;;2274;1;1;57.817;1.000
m?q?mediy;;;2274;1;1;57.817;1.000
m?rte;;;2274;1;1;57.817;1.000
m?rtligin;;;2274;1;1;57.817;1.000
m?rtlik;;;2274;1;1;57.817;1.000
m?sele;;;2274;1;1;57.817;1.000
m?selege;;;2274;1;1;57.817;1.000
m?seleler;;;2274;1;1;57.817;1.000
m?selelerde;;;2274;1;1;57.817;1.000
m?selelerdi;;;2274;1;1;57.817;1.000
m?selelerin;;;2274;1;1;57.817;1.000
m?selelerine;;;2274;1;1;57.817;1.000
m?seleni;;;2274;1;1;57.817;1.000
m?shrab;;;2274;1;1;57.817;1.000
m?wsim;;;2274;1;1;57.817;1.000
m?y;;;2274;1;1;57.817;1.000
m?mina;;;2274;1;1;57.817;1.000
m?ddet;;;2274;1;1;57.817;1.000
m?ddeti;;;2274;1;1;57.817;1.000
m?ddetleri;;;2274;1;1;57.817;1.000
m?ddetsiz;;;2274;1;1;57.817;1.000
m?lay?ml?q;;;2274;1;1;57.817;1.000
m?lk;;;2274;1;1;57.817;1.000
m?lkin;;;2274;1;1;57.817;1.000
m?lkine;;;2274;1;1;57.817;1.000
m?lklik;;;2274;1;1;57.817;1.000
m?lkti?;;;2274;1;1;57.817;1.000
m?mkinshiligine;;;2274;1;1;57.817;1.000
m?mki?;;;2274;1;1;57.817;1.000
m?n?sibetin;;;2274;1;1;57.817;1.000
m?n?sip;;;2274;1;1;57.817;1.000
m?sinshilerden;;;2274;1;1;57.817;1.000
m?n;;;2274;1;1;57.817;1.000
m?sal;;;2274;1;1;57.817;1.000
m?sal?nda;;;2274;1;1;57.817;1.000
m?s?r;;;2274;1;1;57.817;1.000
m??la?an;;;2274;1;1;57.817;1.000
m??nan;;;2274;1;1;57.817;1.000
m???a;;;2274;1;1;57.817;1.000
m?mm?dov;;;2274;1;1;57.817;1.000
nadanl?qt?;;;2274;1;1;57.817;1.000
nafois;;;2274;1;1;57.817;1.000
naftalan;;;2274;1;1;57.817;1.000
namalar;;;2274;1;1;57.817;1.000
names;;;2274;1;1;57.817;1.000
nam?s?;;;2274;1;1;57.817;1.000
nan;;;2274;1;1;57.817;1.000
narimonbekov;;;2274;1;1;57.817;1.000
narimonov;;;2274;1;1;57.817;1.000
narse;;;2274;1;1;57.817;1.000
nasaq;;;2274;1;1;57.817;1.000
nas?r;;;2274;1;1;57.817;1.000
natsist;;;2274;1;1;57.817;1.000
natsistler;;;2274;1;1;57.817;1.000
natsistlik;;;2274;1;1;57.817;1.000
natural;;;2274;1;1;57.817;1.000
navvob;;;2274;1;1;57.817;1.000
naway?xanl?q;;;2274;1;1;57.817;1.000
nawqansh?l?q;;;2274;1;1;57.817;1.000
nawr?z;;;2274;1;1;57.817;1.000
naxichevon;;;2274;1;1;57.817;1.000
